Site	AF16	DY180	DY22	ECA264	ECA3733	ECA3734	ECA3738	PB420
V:15068491	2	2	2	2	2	2	2	2
V:15068498	2	2	2	2	2	2	2	2
V:15068546	2	2	2	2	2	2	2	2
V:15068576	2	2	2	2	2	2	2	2
V:15068583	2	2	2	2	2	2	2	2
V:15068587	2	2	2	2	2	2	2	2
V:15068603	2	2	2	2	2	2	2	2
V:15068651	2	2	2	2	2	2	2	2
V:15068660	2	2	2	2	2	2	2	2
V:15068729	2	2	2	2	2	2	2	2
V:15068785	2	2	2	2	2	2	2	2
V:15068842	2	2	2	2	2	2	2	2
V:15068850	2	2	2	2	2	2	2	2
V:15068906	2	2	2	2	2	2	2	2
V:15068909	2	2	2	2	2	2	2	2
V:15068922	2	2	2	2	2	2	2	2
V:15068923	2	2	2	2	2	2	2	2
V:15068950	2	2	2	2	2	2	2	2
V:15069156	2	2	2	2	2	2	2	2
V:15069198	2	2	2	2	2	2	2	2
V:15069253	2	2	2	2	2	2	2	2
V:15069373	2	2	2	2	2	2	2	NA
V:15069390	2	NA	2	2	2	NA	2	NA
V:15069391	2	NA	2	2	2	NA	2	NA
V:15069396	2	NA	2	2	NA	NA	2	NA
V:15069603	NA	2	2	NA	NA	2	2	NA
V:15069636	NA	2	2	NA	NA	2	2	NA
V:15069830	2	2	NA	2	2	2	NA	2
V:15069900	2	2	2	2	2	2	2	2
V:15069925	2	2	2	2	2	2	2	2
V:15069929	2	2	2	2	2	2	2	2
V:15070005	2	2	2	2	2	2	2	2
V:15070217	2	2	2	2	2	2	2	2
V:15070244	2	2	2	2	2	2	2	2
V:15070308	2	2	2	2	2	2	2	2
V:15070369	2	2	2	2	2	2	2	2
V:15070493	2	2	2	2	2	2	2	2
V:15070504	2	2	2	2	2	2	2	2
V:15070570	2	2	2	2	2	2	2	2
V:15070633	2	2	2	2	2	2	2	2
V:15070710	2	2	2	2	2	2	2	2
V:15070777	2	2	2	2	2	2	2	2
V:15070803	2	2	2	2	2	2	2	2
V:15070864	2	2	2	2	2	2	2	2
V:15070891	2	2	2	2	2	2	2	2
V:15070899	2	2	2	2	2	2	2	2
V:15070924	2	2	2	2	2	2	2	2
V:15070959	2	2	2	2	2	2	2	2
V:15071209	NA	NA	NA	NA	NA	NA	2	NA
V:15071238	2	0	0	0	0	0	NA	0
V:15071241	2	0	0	0	0	0	NA	0
V:15071245	2	NA	NA	NA	NA	NA	NA	NA
V:15071247	2	NA	NA	NA	NA	NA	NA	NA
V:15071250	2	NA	NA	NA	NA	NA	NA	NA
V:15071252	2	0	0	0	0	0	NA	0
V:15071254	2	NA	NA	NA	NA	NA	NA	NA
V:15071341	2	2	2	2	2	2	2	2
V:15071552	2	2	2	2	2	2	2	2
V:15071559	2	2	2	2	2	2	2	2
V:15071629	2	2	2	2	2	2	2	2
V:15071680	2	2	2	2	2	2	2	2
V:15071694	2	2	2	2	2	2	2	2
V:15071733	2	2	2	2	2	2	2	2
V:15071769	2	2	2	2	2	2	2	2
V:15071805	2	2	2	2	2	2	2	2
V:15071879	2	2	2	2	2	2	2	2
V:15072308	NA	2	2	2	NA	NA	NA	2
V:15072311	NA	2	2	2	NA	NA	NA	2
V:15072337	NA	2	2	2	2	2	2	2
V:15072350	2	2	2	2	2	2	2	2
V:15072565	2	2	2	2	2	2	2	2
V:15072592	2	2	2	2	2	2	2	2
V:15072609	2	2	2	2	2	2	2	2
V:15072642	2	2	2	2	2	2	2	2
V:15072724	2	2	2	2	2	2	2	2
V:15072855	2	2	2	2	2	2	2	2
V:15072856	2	2	2	2	2	2	2	2
V:15072873	2	2	2	2	2	2	2	2
V:15072891	2	2	2	2	2	2	2	2
V:15072924	NA	NA	2	2	NA	2	2	2
V:15073032	2	2	2	2	2	2	2	2
V:15073210	2	2	2	2	2	2	2	2
V:15073268	NA	2	2	2	2	2	2	2
V:15073274	NA	2	2	2	2	2	2	2
V:15073277	NA	2	2	2	2	2	2	2
V:15073282	NA	2	2	2	2	2	2	2
V:15073338	2	2	2	2	2	2	2	2
V:15073395	2	2	2	2	2	2	2	2
V:15073492	2	2	2	2	2	2	2	2
V:15073541	2	2	2	2	2	2	2	2
V:15073580	2	2	2	2	2	2	2	2
V:15073709	2	2	2	2	2	2	2	2
V:15073801	2	2	2	2	2	2	2	2
V:15073848	2	2	2	2	2	2	2	2
V:15073860	2	2	2	2	2	2	2	2
V:15073993	2	2	2	2	2	2	2	2
V:15074027	2	2	2	2	2	2	2	2
V:15074072	2	2	2	2	2	2	2	2
V:15074080	2	2	2	2	2	2	2	2
V:15074127	2	2	2	2	2	2	2	2
V:15074154	2	2	2	2	2	2	2	2
V:15074205	2	2	2	2	2	2	2	2
V:15074282	2	2	2	2	2	2	2	2
V:15074287	2	2	2	2	2	2	2	2
V:15074434	2	2	2	2	2	2	2	2
V:15074698	2	2	2	2	2	2	2	2
V:15074934	2	2	2	2	2	2	2	2
V:15075275	2	2	2	2	2	2	2	2
V:15075277	2	2	2	2	2	2	2	2
V:15075335	2	2	2	2	2	2	2	2
V:15075337	2	2	2	2	2	2	2	2
V:15075392	2	2	2	2	2	2	2	2
V:15075426	2	2	2	2	2	2	2	2
V:15075442	2	2	2	2	2	2	2	2
V:15075479	2	2	2	2	2	2	2	2
V:15075610	2	2	2	2	2	2	2	2
V:15075671	2	2	2	2	2	2	2	2
V:15075812	2	2	2	2	2	2	2	2
V:15075890	2	2	2	2	2	2	2	2
V:15075901	2	2	2	2	2	2	2	2
V:15075975	2	2	2	2	2	2	2	2
V:15076193	2	2	2	2	2	2	2	2
V:15076314	2	2	2	2	2	2	2	2
V:15076321	2	2	2	2	2	2	2	2
V:15076332	2	2	2	2	2	2	2	2
V:15076334	2	2	2	2	2	2	2	2
V:15076448	2	2	2	2	2	2	2	2
V:15076821	2	2	2	2	2	2	2	2
V:15077062	2	2	2	2	2	2	2	2
V:15077112	2	2	2	2	2	2	2	2
V:15077131	2	2	2	2	2	2	2	2
V:15077183	2	2	2	2	2	2	2	2
V:15077190	2	2	2	2	2	2	2	2
V:15077214	2	2	2	2	2	2	2	2
V:15077312	2	2	2	2	2	2	2	2
V:15077363	2	2	2	2	2	2	2	2
V:15077373	2	2	2	2	2	2	2	2
V:15077500	2	2	2	2	2	2	2	2
V:15077586	2	2	2	2	2	2	2	2
V:15077659	2	2	2	2	2	2	2	2
V:15077695	2	2	2	2	2	2	2	2
V:15077830	2	2	2	2	2	2	2	2
V:15077860	2	2	2	2	2	2	2	2
V:15078131	2	2	2	2	2	2	2	2
V:15078211	2	2	2	2	2	2	2	2
V:15078287	2	2	2	2	2	2	2	2
V:15078314	2	2	2	2	2	2	2	2
V:15078489	2	2	2	2	2	2	2	2
V:15078513	2	2	2	2	2	2	2	2
V:15078550	2	2	2	2	2	2	2	2
V:15078562	2	2	2	2	2	2	2	2
V:15078582	2	2	2	2	2	2	2	2
V:15078645	2	2	2	2	2	2	2	2
V:15078662	2	2	2	2	2	2	2	2
V:15078684	2	2	2	2	2	2	2	2
V:15078783	2	2	2	2	2	2	2	2
V:15078856	2	2	2	2	2	2	2	2
V:15078875	2	2	2	2	2	2	2	2
V:15079029	2	2	2	2	2	2	2	2
V:15079034	2	2	2	2	2	2	2	2
V:15079103	2	2	2	2	2	2	2	2
V:15079107	2	2	2	2	2	2	2	2
V:15079120	2	2	2	2	2	2	2	2
V:15079164	2	2	2	2	2	2	2	2
V:15079165	2	2	2	2	2	2	2	2
V:15079231	2	2	2	2	2	2	2	2
V:15079331	2	2	2	2	2	2	2	2
V:15079332	2	2	2	2	2	2	2	2
V:15079370	2	2	2	2	2	2	2	2
V:15079430	2	2	2	2	2	2	2	2
V:15079448	2	2	2	2	2	2	2	2
V:15079501	2	2	2	2	2	2	2	2
V:15079528	2	2	2	2	2	2	2	2
V:15079566	2	2	2	2	2	2	2	2
V:15079604	2	2	2	2	2	2	2	2
V:15079644	2	2	2	2	2	2	2	2
V:15079714	2	2	2	2	2	2	2	2
V:15079908	2	2	2	2	2	2	2	2
V:15079921	2	2	2	2	2	2	2	2
V:15079966	2	2	2	2	2	2	2	2
V:15080024	2	2	2	2	2	2	2	2
V:15080039	2	2	2	2	2	2	2	2
V:15080087	2	2	2	2	2	2	2	2
V:15080115	2	2	2	2	2	2	2	2
V:15080119	2	2	2	2	2	2	2	2
V:15080314	NA	NA	NA	2	NA	NA	NA	NA
V:15080418	NA	NA	NA	2	NA	NA	NA	NA
V:15080477	2	2	2	2	2	2	2	2
V:15080541	2	2	2	2	2	2	2	2
V:15080542	2	2	2	2	2	2	2	2
V:15080622	2	2	2	2	2	2	2	2
V:15081482	2	2	2	2	2	2	2	2
V:15081629	2	2	2	2	2	2	2	2
V:15081673	2	2	2	2	2	2	2	2
V:15081686	2	2	2	2	2	2	2	2
V:15081919	2	2	2	2	2	2	2	2
V:15082098	2	2	2	2	2	2	2	2
V:15082294	2	2	2	2	2	2	2	2
V:15082343	2	2	2	2	2	2	2	2
V:15082417	2	2	2	2	2	2	2	2
V:15082444	2	2	2	2	2	2	2	2
V:15082455	2	2	2	2	2	2	2	2
V:15082485	2	2	2	2	2	2	2	2
V:15082487	2	2	2	2	2	2	2	2
V:15082513	2	2	2	2	2	2	2	2
V:15082563	2	2	2	2	2	2	2	2
V:15082602	2	2	2	2	2	2	2	2
V:15082692	2	2	2	2	2	2	2	2
V:15082711	2	2	2	2	2	2	2	2
V:15082712	2	2	2	2	2	2	2	2
V:15082837	2	2	2	2	2	2	2	2
V:15082841	2	2	2	2	2	2	2	2
V:15082842	2	2	2	2	2	2	2	2
V:15082887	2	2	2	2	2	2	2	2
V:15082997	2	2	2	2	2	2	2	2
V:15083002	2	2	2	2	2	2	2	2
V:15083038	2	2	2	2	2	2	2	2
V:15083047	2	2	2	2	2	2	2	2
V:15083072	2	2	2	2	2	2	2	2
V:15083076	2	2	2	2	2	2	2	2
V:15083160	2	2	2	2	2	2	2	2
V:15083191	2	2	2	2	2	2	2	2
V:15083205	2	2	2	2	2	2	2	2
V:15083216	2	2	2	2	2	2	2	2
V:15083250	2	2	2	2	2	2	2	2
V:15083587	2	2	2	2	2	2	2	2
V:15083589	2	2	2	2	2	2	2	2
V:15083652	2	2	2	2	2	2	2	2
V:15083848	2	2	2	2	2	2	2	2
V:15083863	2	2	2	2	2	2	2	2
V:15083976	2	2	2	2	2	2	2	2
V:15084025	2	2	2	2	2	2	2	2
V:15084028	2	2	2	2	2	2	2	2
V:15084120	2	2	2	2	2	2	2	2
V:15084161	2	2	2	2	2	2	2	2
V:15084270	2	2	2	2	2	2	2	2
V:15084279	2	2	2	2	2	2	2	2
V:15084302	2	2	2	2	2	2	2	2
V:15084398	2	2	2	2	2	2	2	2
V:15084559	2	2	2	2	2	2	2	2
V:15084601	2	2	2	2	2	2	2	2
V:15084708	2	2	2	2	2	2	2	2
V:15084747	2	2	2	2	2	2	2	2
V:15084938	2	2	2	2	2	2	2	2
V:15085138	2	2	2	2	2	2	2	2
V:15085259	2	2	2	2	2	2	2	2
V:15085262	2	2	2	2	2	2	2	2
V:15085406	2	2	2	2	2	2	2	2
V:15085426	2	2	2	2	2	2	2	2
V:15085443	2	2	2	2	2	2	2	2
V:15085676	2	2	2	2	2	2	2	2
V:15085968	2	2	2	2	2	2	2	2
V:15086274	2	2	2	2	2	2	2	2
V:15086547	2	2	2	2	2	2	2	2
V:15086661	2	2	2	2	2	2	2	2
V:15086663	2	2	2	2	2	2	2	2
V:15086722	2	2	2	2	2	2	2	2
V:15086754	NA	2	2	NA	NA	NA	2	NA
V:15088030	2	2	2	2	2	2	2	2
V:15088036	2	2	2	2	2	2	2	2
V:15088127	2	2	2	2	2	2	2	2
V:15088312	2	2	2	2	2	2	2	2
V:15088477	2	2	2	2	2	2	2	2
V:15088507	2	2	2	2	2	2	2	2
V:15088508	2	2	2	2	2	2	2	2
V:15088530	2	2	2	2	2	2	2	2
V:15088547	2	2	2	2	2	2	2	2
V:15088563	2	2	2	2	2	2	2	2
V:15088570	2	2	2	2	2	2	2	2
V:15088584	2	2	2	2	2	2	2	2
V:15088684	2	2	2	2	2	2	2	2
V:15088697	2	2	2	2	2	2	2	2
V:15088701	2	2	2	2	2	2	2	2
V:15088728	2	2	2	2	2	2	2	2
V:15088779	2	2	2	2	2	2	2	2
V:15088804	2	2	2	2	2	2	2	2
V:15088822	2	2	2	2	2	2	2	2
V:15088837	2	2	2	2	2	2	2	2
V:15088853	2	2	2	2	2	2	2	2
V:15088864	2	2	2	2	2	2	2	2
V:15088954	2	2	2	2	2	2	2	2
V:15089015	2	2	2	2	2	2	2	2
V:15089016	2	2	2	2	2	2	2	2
V:15089019	2	2	2	2	2	2	2	2
V:15089023	2	2	2	2	2	2	2	2
V:15089032	2	2	2	2	2	2	2	2
V:15089034	2	2	2	2	2	2	2	2
V:15089038	2	2	2	2	2	2	2	2
V:15089039	2	2	2	2	2	2	2	2
V:15089226	2	2	2	2	2	2	2	2
V:15089234	2	2	2	2	2	2	2	2
V:15089561	2	2	2	2	2	2	2	2
V:15089590	2	2	2	2	2	2	2	2
V:15089595	2	2	2	2	2	2	2	2
V:15089654	2	2	2	2	2	2	2	2
V:15089660	2	2	2	2	2	2	2	2
V:15089683	2	2	2	2	2	2	2	2
V:15089690	2	2	2	2	2	2	2	2
V:15089699	2	2	2	2	2	2	2	2
V:15089710	2	2	2	2	2	2	2	2
V:15089718	2	2	2	2	2	2	2	2
V:15089719	2	2	2	2	2	2	2	2
V:15089742	2	2	2	2	2	2	2	2
V:15089758	2	2	2	2	2	2	2	2
V:15089776	2	2	2	2	2	2	2	2
V:15090065	2	2	2	2	2	2	2	2
V:15090122	2	2	2	2	2	2	2	2
V:15090129	2	2	2	2	2	2	2	2
V:15090145	2	2	2	2	2	2	2	2
V:15090146	2	2	2	2	2	2	2	2
V:15090230	2	2	2	2	2	2	2	2
V:15090244	2	2	2	2	2	2	2	2
V:15090265	2	2	2	2	2	2	2	2
V:15090328	2	2	2	2	2	2	2	2
V:15090351	2	2	2	2	2	2	2	2
V:15090368	2	2	2	2	2	2	2	2
V:15090370	2	2	2	2	2	2	2	2
V:15090381	2	2	2	2	2	2	2	2
V:15090382	2	2	2	2	2	2	2	2
V:15090471	2	2	2	2	2	2	2	2
V:15090519	2	2	2	2	2	2	2	2
V:15090526	2	2	2	2	2	2	2	2
V:15090569	2	2	2	2	2	2	2	2
V:15090579	2	2	2	2	2	2	2	2
V:15090614	2	2	2	2	2	2	2	2
V:15090716	2	2	2	2	2	2	2	2
V:15090761	2	2	2	2	2	2	2	2
V:15090925	2	2	2	2	2	2	2	2
V:15090931	2	2	2	2	2	2	2	2
V:15090961	2	2	2	2	2	2	2	2
V:15091081	2	2	2	2	2	2	2	2
V:15091156	2	2	2	2	2	2	2	2
V:15091191	2	2	2	2	2	2	2	2
V:15091604	2	2	2	2	2	2	2	2
V:15091608	2	2	2	2	2	2	2	2
V:15091779	2	2	2	2	2	2	2	2
V:15092062	2	2	2	2	2	2	2	2
V:15092100	2	2	2	2	2	2	2	2
V:15092131	2	2	2	2	2	2	2	2
V:15092136	2	2	2	2	2	2	2	2
V:15092225	2	2	2	2	2	2	2	2
V:15092236	2	2	2	2	2	2	2	2
V:15092418	2	2	2	2	2	2	2	2
V:15092421	2	2	2	2	2	2	2	2
V:15092453	2	2	2	2	2	2	2	2
V:15092526	2	2	2	2	2	2	2	2
V:15092627	2	2	2	2	2	2	2	2
V:15092692	2	2	2	2	2	2	2	2
V:15092706	2	2	2	2	2	2	2	2
V:15092713	2	2	2	2	2	2	2	2
V:15092733	2	2	2	2	2	2	2	2
V:15092746	2	2	2	2	2	2	2	2
V:15092775	2	2	2	2	2	2	2	2
V:15092786	2	2	2	2	2	2	2	2
V:15092819	2	2	2	2	2	2	2	2
V:15092841	2	2	2	2	2	2	2	2
V:15092960	2	2	2	2	2	2	2	2
V:15092972	2	2	2	2	2	2	2	2
V:15093057	2	2	2	2	2	2	2	2
V:15093082	2	2	2	2	2	2	2	2
V:15093140	2	2	2	2	2	2	2	2
V:15093151	2	2	2	2	2	2	2	2
V:15093157	2	2	2	2	2	2	2	2
V:15093194	2	2	2	2	2	2	2	2
V:15093259	2	2	2	2	2	2	2	2
V:15093349	2	2	2	2	2	2	2	2
V:15093355	2	2	2	2	2	2	2	2
V:15093357	2	2	2	2	2	2	2	2
V:15093369	2	2	2	2	2	2	2	2
V:15093384	2	2	2	2	2	2	2	2
V:15093421	2	2	2	2	2	2	2	2
V:15093458	2	2	2	2	2	2	2	2
V:15093484	2	2	2	2	2	2	2	2
V:15093522	2	2	2	2	2	2	2	2
V:15093656	2	2	2	2	2	2	2	2
V:15093732	2	2	2	2	2	2	2	2
V:15093851	2	2	2	2	2	2	2	2
V:15093911	2	2	2	2	2	2	2	2
V:15094040	2	2	2	2	2	2	2	2
V:15094191	2	2	2	2	2	2	2	2
V:15094245	2	2	2	2	2	2	2	2
V:15094252	2	2	2	2	2	2	2	2
V:15094289	2	2	2	2	2	2	2	2
V:15094309	2	2	2	2	2	2	2	2
V:15094653	2	2	2	2	2	2	2	2
V:15094713	2	2	2	2	2	2	2	2
V:15094780	2	2	2	2	2	2	2	2
V:15094781	2	2	2	2	2	2	2	2
V:15094856	2	2	2	2	2	2	2	2
V:15094894	2	2	2	2	2	2	2	2
V:15094899	2	2	2	2	2	2	2	2
V:15094909	2	2	2	2	2	2	2	2
V:15094931	2	2	2	2	2	2	2	2
V:15095172	2	2	2	2	2	2	2	2
V:15095202	2	2	2	2	2	2	2	2
V:15095357	2	2	2	2	2	2	2	2
V:15095408	2	2	2	2	2	2	2	2
V:15095421	2	2	2	2	2	2	2	2
V:15095478	2	2	2	2	2	2	2	2
V:15095615	2	2	2	NA	2	2	NA	2
V:15095684	2	2	2	2	2	2	2	2
V:15095740	2	2	2	2	2	2	2	2
V:15095817	2	2	2	2	2	2	2	2
V:15095837	2	2	2	2	2	2	2	2
V:15095911	2	2	2	2	2	2	2	2
V:15095940	2	2	2	2	2	2	2	2
V:15097118	2	2	2	2	2	2	2	2
V:15097171	2	2	2	2	2	2	2	2
V:15097178	2	2	2	2	2	2	2	2
V:15097183	2	2	2	2	2	2	2	2
V:15097251	2	2	2	2	2	2	2	2
V:15097252	2	2	2	2	2	2	2	2
V:15097521	2	2	2	2	2	2	2	2
V:15097546	2	2	2	2	2	2	2	2
V:15097635	2	2	2	2	2	2	2	2
V:15097702	2	2	2	2	2	2	2	2
V:15097718	2	2	2	2	2	2	2	2
V:15097738	2	2	2	2	2	2	2	2
V:15097786	NA	2	2	2	2	2	2	2
V:15097807	NA	2	2	2	2	2	2	2
V:15097819	2	2	2	2	2	2	2	2
V:15097833	2	2	2	2	2	2	2	2
V:15097944	2	2	2	2	2	2	2	2
V:15097950	2	2	2	2	2	2	2	2
V:15097961	2	2	2	2	2	2	2	2
V:15097976	2	2	2	2	2	2	2	2
V:15098007	2	2	2	2	2	2	2	2
V:15098046	2	2	2	2	2	2	2	2
V:15098095	2	2	2	2	2	2	2	2
V:15098152	2	2	2	2	2	2	2	2
V:15098168	2	2	2	2	2	2	2	2
V:15098240	NA	2	2	2	2	2	2	2
V:15098262	NA	2	2	2	2	2	2	2
V:15098326	NA	2	2	2	2	2	2	2
V:15098438	2	2	2	2	2	2	2	2
V:15098458	2	2	2	2	2	2	2	2
V:15098463	2	2	2	2	2	2	2	2
V:15098533	2	2	2	2	2	2	2	2
V:15098773	2	2	2	2	2	2	2	2
V:15099013	2	2	2	2	2	2	2	2
V:15099301	2	2	2	2	2	2	2	2
V:15099469	2	2	2	2	2	2	2	2
V:15099558	2	2	2	2	2	2	2	2
V:15099856	2	2	2	2	2	2	2	2
V:15099952	2	2	2	2	2	2	2	2
V:15100459	2	2	2	2	2	2	2	2
V:15100858	2	2	2	2	2	2	2	2
V:15100863	2	2	2	2	2	2	2	2
V:15100978	2	2	2	2	2	2	2	2
V:15100985	2	2	2	2	2	2	2	2
V:15101092	2	2	2	2	2	2	2	2
V:15101114	2	2	2	2	2	2	2	2
V:15101149	2	2	2	2	2	2	2	2
V:15101208	2	2	2	2	2	2	2	2
V:15101295	2	2	2	2	2	2	2	2
V:15101412	2	2	2	2	2	2	2	2
V:15101426	2	2	2	2	2	2	2	2
V:15101592	2	2	2	2	2	2	2	2
V:15101594	2	2	2	2	2	2	2	2
V:15101619	2	2	2	2	2	2	2	2
V:15101756	2	2	2	2	2	2	2	2
V:15101825	2	2	2	2	2	2	2	2
V:15101837	2	2	2	2	2	2	2	2
V:15101851	2	2	2	2	2	2	2	2
V:15101917	2	2	2	2	2	2	2	2
V:15101985	2	2	2	2	2	2	2	2
V:15102085	2	2	2	2	2	2	2	2
V:15102223	2	2	2	2	2	2	2	2
V:15102286	2	2	2	2	2	2	2	2
V:15102352	2	2	2	2	2	2	2	2
V:15102555	2	2	2	2	2	2	2	2
V:15102658	2	2	2	2	2	2	2	2
V:15102816	2	2	2	2	2	2	2	2
V:15102817	2	2	2	2	2	2	2	2
V:15102970	2	2	2	2	2	2	2	2
V:15103015	2	2	2	2	2	2	2	2
V:15103060	2	2	2	2	2	2	2	2
V:15103104	2	2	2	2	2	2	2	2
V:15103154	2	2	2	2	2	2	2	2
V:15103169	2	2	2	2	2	2	2	2
V:15103430	2	2	2	2	2	2	2	2
V:15103490	2	2	2	2	2	2	2	2
V:15103506	2	2	2	2	2	2	2	2
V:15103748	2	2	2	2	2	2	2	2
V:15103796	2	2	2	2	2	2	2	2
V:15103868	2	2	2	2	2	2	2	2
V:15103879	2	2	2	2	2	2	2	2
V:15103994	2	2	2	2	2	2	2	2
V:15104066	2	2	2	2	2	2	2	2
V:15104273	2	2	2	2	2	2	2	2
V:15104486	2	2	2	2	2	2	2	2
V:15104625	2	2	2	2	2	2	2	2
V:15104821	2	2	2	2	2	2	2	2
V:15104876	2	2	2	2	2	2	2	2
V:15104959	2	2	2	2	2	2	2	2
V:15105006	2	2	2	2	2	2	2	2
V:15105034	2	2	2	2	2	2	2	2
V:15105122	2	2	2	2	2	2	2	2
V:15105188	2	2	2	2	2	2	2	2
V:15105193	2	2	2	2	2	2	2	2
V:15105229	2	2	2	2	2	2	2	2
V:15105242	2	2	2	2	2	2	2	2
V:15105338	2	2	2	2	2	2	2	2
V:15105624	2	2	2	2	2	2	2	2
V:15105633	2	2	2	2	2	2	2	2
V:15105661	2	2	2	2	2	2	2	2
V:15105960	2	2	2	2	2	2	2	2
V:15106061	2	2	2	2	2	2	2	2
V:15106237	2	2	2	2	2	2	2	2
V:15106247	2	2	2	2	2	2	2	2
V:15106257	2	2	2	2	2	2	2	2
V:15106261	2	2	2	2	2	2	2	2
V:15106265	2	2	2	2	2	2	2	2
V:15106289	2	2	2	2	2	2	2	2
V:15106347	2	2	2	2	2	2	2	2
V:15106392	2	2	2	2	2	2	2	2
V:15106802	2	2	2	2	2	2	2	2
V:15107029	2	2	2	2	2	2	2	2
V:15108354	2	2	2	2	2	2	2	2
V:15108444	2	2	2	2	2	2	2	2
V:15108575	2	2	2	2	2	2	2	2
V:15108647	2	2	2	2	2	2	2	2
V:15108649	2	2	2	2	2	2	2	2
V:15108659	2	2	2	2	2	2	2	2
V:15108707	2	2	2	2	2	2	2	2
V:15109037	2	2	2	2	2	2	2	2
V:15110173	2	2	2	2	2	2	2	2
V:15111083	2	2	2	2	2	2	2	2
V:15111400	2	2	2	2	2	2	2	2
V:15113381	2	2	2	2	2	2	2	2
V:15113791	2	2	2	2	2	2	2	2
V:15113905	2	2	2	2	2	2	2	2
V:15113914	2	2	2	2	2	2	2	2
V:15114022	2	2	2	2	2	2	2	2
V:15114067	2	2	2	2	2	2	2	2
V:15114084	2	2	2	2	2	2	2	2
V:15114192	2	2	2	2	2	2	2	2
V:15114679	NA	2	2	2	2	2	2	2
V:15114816	2	2	2	2	2	2	2	2
V:15115786	2	2	2	2	2	2	2	2
V:15116568	2	2	2	2	2	2	2	2
V:15116835	2	2	2	2	2	2	2	2
V:15116842	2	2	2	2	2	2	2	2
V:15116863	2	2	2	2	2	2	2	2
V:15116955	2	2	2	2	2	2	2	2
V:15117139	2	2	2	2	2	2	2	2
V:15117877	2	2	2	2	2	2	2	2
V:15117900	2	2	2	2	2	2	2	2
V:15117974	2	2	2	2	2	2	2	2
V:15118027	2	2	2	2	2	2	2	2
V:15118927	2	2	2	2	2	2	2	2
V:15119358	2	2	2	2	2	2	2	2
V:15119616	2	2	2	2	2	2	2	2
V:15120184	2	2	2	2	2	2	2	2
V:15120185	2	2	2	2	2	2	2	2
V:15120188	2	2	2	2	2	2	2	2
V:15120192	2	2	2	2	2	2	2	2
V:15120201	2	2	2	2	2	2	2	2
V:15120203	2	2	2	2	2	2	2	2
V:15120207	2	2	2	2	2	2	2	2
V:15120208	2	2	2	2	2	2	2	2
V:15120316	2	2	2	2	2	2	2	2
V:15120424	2	2	2	2	2	2	2	2
V:15120550	2	2	2	2	2	2	2	2
V:15120859	2	2	2	2	2	2	2	2
V:15120976	2	2	2	2	2	2	2	2
V:15121075	2	2	2	2	2	2	2	2
V:15121426	2	2	2	2	2	2	2	2
V:15121620	2	2	2	2	2	2	2	2
V:15121853	2	2	2	2	2	2	2	2
V:15122106	2	2	2	2	2	2	2	2
V:15122157	2	2	2	2	2	2	2	2
V:15122172	2	2	2	2	2	2	2	2
V:15122178	2	2	2	2	2	2	2	2
V:15122195	2	2	2	2	2	2	2	2
V:15122722	2	2	2	2	2	2	2	2
V:15123332	2	2	2	2	2	2	2	2
V:15123399	2	2	2	2	2	2	2	2
V:15123414	2	2	2	2	2	2	2	2
V:15123443	2	2	2	2	2	2	2	2
V:15123513	2	2	2	2	2	2	2	2
V:15123575	2	2	2	2	2	2	2	2
V:15123597	2	2	2	2	2	2	2	2
V:15124208	2	2	2	2	2	2	2	2
V:15124304	2	2	2	2	2	2	2	2
V:15124370	2	2	2	2	2	2	2	2
V:15124393	2	2	2	2	2	2	2	2
V:15124425	2	2	2	2	2	2	2	2
V:15124437	2	2	2	2	2	2	2	2
V:15124441	2	2	2	2	2	2	2	2
V:15124449	2	2	2	2	2	2	2	2
V:15124451	2	2	2	2	2	2	2	2
V:15124469	2	2	2	2	2	2	2	2
V:15124555	2	2	2	2	2	2	2	2
V:15124612	2	2	2	2	2	2	2	2
V:15124723	2	2	2	2	2	2	2	2
V:15124730	2	2	2	2	2	2	2	2
V:15124736	2	2	2	2	2	2	2	2
V:15124746	2	2	2	2	2	2	2	2
V:15124918	2	2	2	2	2	2	2	2
V:15125558	2	2	2	2	2	2	2	2
V:15125619	2	2	2	2	2	2	2	2
V:15125750	2	2	2	2	2	2	2	2
V:15125752	2	2	2	2	2	2	2	2
V:15125784	2	2	2	2	2	2	2	2
V:15125807	2	2	2	2	2	2	2	2
V:15125817	2	2	2	2	2	2	2	2
V:15125819	2	2	2	2	2	2	2	2
V:15125833	2	2	2	2	2	2	2	2
V:15125875	2	2	2	2	2	2	2	2
V:15125904	2	2	2	2	2	2	2	2
V:15125918	2	2	2	2	2	2	2	2
V:15125988	2	2	2	2	2	2	2	2
V:15126000	2	2	2	2	2	2	2	2
V:15126580	2	2	2	2	2	2	2	2
V:15126617	2	2	2	2	2	2	2	2
V:15126746	2	2	2	2	2	2	2	2
V:15126850	2	2	2	2	2	2	2	2
V:15126904	2	2	2	2	2	2	2	2
V:15126909	2	2	2	2	2	2	2	2
V:15126926	2	2	2	2	2	2	2	2
V:15126955	2	2	2	2	2	2	2	2
V:15126998	2	2	2	2	2	2	2	2
V:15127045	2	2	2	2	2	2	2	2
V:15127178	2	2	2	2	2	2	2	2
V:15127200	2	2	2	2	2	2	2	2
V:15127235	2	2	2	2	2	2	2	2
V:15127284	2	2	2	2	2	2	2	2
V:15127285	2	2	2	2	2	2	2	2
