Orthogroup	CGC2	N2	AF16	QX1410	CGC2_counts	AF16_counts	QX1410_counts	class	CGC2_chrom	CGC2_start	CGC2_end	CGC2_strand	AF16_chrom	AF16_start	AF16_end	AF16_strand	QX1410_chrom	QX1410_start	QX1410_end	QX1410_strand
OG0013861	g19293.t1	Transcript_T07H6.5b.1	Transcript_CBG05030b.1	transcript_QX1410.18203.1	1	1	1	COMPLETE	X	12071959	12077610	-	X	11752721	11758692	-	X	11901635	11907483	-
OG0013862	g19294.t1	Transcript_T07H6.2.1	Transcript_CBG05032.1	transcript_QX1410.39031.1	1	1	1	COMPLETE	X	12080670	12083106	+	X	11761646	11764344	+	X	11910491	11913189	+
OG0013863	g19297.t1	Transcript_T10E10.4a.1	Transcript_CBG05036.1	transcript_QX1410.39034.1	1	1	1	COMPLETE	X	12096524	12101277	-	X	11777423	11782500	-	X	11926317	11931096	-
OG0013864	g19301.t1	Transcript_C03B1.13.1	Transcript_CBG05042.1	transcript_QX1410.39040.1	1	1	1	COMPLETE	X	12118006	12120851	-	X	11798710	11801654	-	X	11947731	11950675	-
OG0013865	g19304.t1	Transcript_C03B1.9.1	Transcript_CBG05045.1	transcript_QX1410.39043.1	1	1	1	COMPLETE	X	12131390	12132127	-	X	11813725	11814504	-	X	11961148	11961972	-
OG0013866	g19305.t1	Transcript_C03B1.6.1	Transcript_CBG05046.1	transcript_QX1410.18217.1	1	1	1	COMPLETE	X	12135763	12137935	+	X	11818037	11820608	+	X	11965595	11967767	+
OG0013867	g19306.t1	Transcript_C03B1.5.1	Transcript_CBG27759.1	transcript_QX1410.39045.1	1	1	1	COMPLETE	X	12139579	12141069	+	X	11821954	11823444	+	X	11969411	11971026	+
OG0013868	g19308.t1	Transcript_C03B1.4.1	Transcript_CBG05049.1	transcript_QX1410.39047.2	1	1	1	COMPLETE	X	12147849	12152063	+	X	11830098	11834580	+	X	11977556	11982000	+
OG0013869	g19311.t1	Transcript_C03B1.2.1	Transcript_CBG05051.1	transcript_QX1410.39050.1	1	1	1	COMPLETE	X	12155234	12159143	+	X	11837599	11841742	+	X	11984822	11989092	+
OG0013870	g19312.t1	Transcript_C03B1.12.1	Transcript_CBG05052.1	transcript_QX1410.18222.1	1	1	1	COMPLETE	X	12160782	12161638	-	X	11842839	11844042	-	X	11990313	11991495	-
OG0013871	g19315.t2	Transcript_T22E5.3.1	Transcript_CBG05054.1	transcript_QX1410.18224.1	1	1	1	COMPLETE	X	12167504	12169516	+	X	11849931	11852246	+	X	11997376	11999661	+
OG0013872	g19321.t1	Transcript_T22E5.1b.1	Transcript_CBG05060.1	transcript_QX1410.39058.1	1	1	1	COMPLETE	X	12202869	12203326	+	X	11884930	11885550	+	X	12032653	12033196	+
OG0013873	g19322.t1	Transcript_T22E5.6.1	Transcript_CBG05061.1	transcript_QX1410.39059.1	1	1	1	COMPLETE	X	12203826	12205708	-	X	11885747	11887903	-	X	12033439	12035934	-
OG0013874	g19323.t1	Transcript_K10C2.12.1	Transcript_CBG31379.1	transcript_QX1410.39060.1	1	1	1	COMPLETE	X	12208692	12209124	-	X	11890655	11891440	-	X	12038482	12038941	-
OG0013875	g19324.t1	Transcript_K10C2.1.1	Transcript_CBG05062.1	transcript_QX1410.39061.1	1	1	1	COMPLETE	X	12209346	12217949	-	X	11891536	11900138	-	X	12039071	12047832	-
OG0013876	g19325.t1	Transcript_K10C2.2.1	Transcript_CBG05063.1	transcript_QX1410.39062.1	1	1	1	COMPLETE	X	12218180	12219667	-	X	11900354	11901867	-	X	12048233	12049065	-
OG0013877	g19326.t1	Transcript_K10C2.3.1	Transcript_CBG05064.1	transcript_QX1410.39063.1	1	1	1	COMPLETE	X	12220826	12222545	-	X	11902974	11904815	-	X	12050618	12052394	-
OG0013878	g19327.t1	Transcript_K10C2.4.1	Transcript_CBG05065.1	transcript_QX1410.39064.2	1	1	1	COMPLETE	X	12222781	12225061	-	X	11904864	11907254	-	X	12052480	12054923	-
OG0013879	g19329.t1	Transcript_K04E7.3.1	Transcript_CBG05067a.1	transcript_QX1410.39065.1	1	1	1	COMPLETE	X	12227865	12230884	-	X	11909887	11913319	-	X	12057527	12061278	-
OG0013880	g19330.t1	Transcript_K04E7.2.1	Transcript_CBG05068.1	transcript_QX1410.18237.1	1	1	1	COMPLETE	X	12232683	12237015	+	X	11914662	11919328	+	X	12062320	12066973	+
OG0013881	g19331.t1	Transcript_C15B12.2.1	Transcript_CBG05069.1	transcript_QX1410.18238.1	1	1	1	COMPLETE	X	12237422	12240459	+	X	11919559	11922721	+	X	12067256	12070293	+
OG0013882	g19334.t1	Transcript_C15B12.9.1	Transcript_CBG05072.1	transcript_QX1410.18241.1	1	1	1	COMPLETE	X	12248748	12250111	+	X	11930937	11932300	+	X	12078582	12079945	+
OG0013883	g19335.t1	Transcript_C15B12.4.1	Transcript_CBG05073.1	transcript_QX1410.39071.1	1	1	1	COMPLETE	X	12252217	12254445	-	X	11934356	11936669	-	X	12082002	12084297	-
OG0013884	g19346.t1	Transcript_F22A3.7.1	Transcript_CBG05087.1	transcript_QX1410.39082.1	1	1	1	COMPLETE	X	12292529	12293327	+	X	11974713	11975544	+	X	12122202	12123197	+
OG0013885	g19347.t1	Transcript_F22A3.2.1	Transcript_CBG30806.1	transcript_QX1410.39083.1	1	1	1	COMPLETE	X	12293475	12294049	+	X	11975660	11976320	+	X	12123201	12123958	+
OG0013886	g19355.t1	Transcript_T14E8.2.1	Transcript_CBG10838.1	transcript_QX1410.18256.1	1	1	1	COMPLETE	X	12339526	12340573	+	X	12007333	12008923	+	X	12154829	12155876	+
OG0013887	g19357.t1	Transcript_T14E8.4.1	Transcript_CBG10840.1	transcript_QX1410.18258.1	1	1	1	COMPLETE	X	12354830	12356764	-	X	12022638	12024572	-	X	12170133	12172067	-
OG0013888	g19362.t1	Transcript_T28B4.3.1	Transcript_CBG10846.2	transcript_QX1410.18262.1	1	1	1	COMPLETE	X	12391704	12392224	-	X	12059303	12060094	-	X	12207006	12207933	-
OG0013889	g19364.t1	Transcript_F23G4.1.1	Transcript_CBG10848.1	transcript_QX1410.18263.3	1	1	1	COMPLETE	X	12394777	12396180	-	X	12062285	12063986	-	X	12209991	12211936	-
OG0013890	g19365.t1	Transcript_C25B8.3.1	Transcript_CBG10849.1	transcript_QX1410.39096.3	1	1	1	COMPLETE	X	12397997	12399668	+	X	12065759	12067578	+	X	12213065	12215281	+
OG0013891	g19366.t1	Transcript_C25B8.8.1	Transcript_CBG10850.1	transcript_QX1410.39097.1	1	1	1	COMPLETE	X	12400911	12405071	+	X	12068682	12073322	+	X	12216389	12220905	+
OG0013892	g19369.t1	Transcript_C25B8.7.1	Transcript_CBG10853.1	transcript_QX1410.39100.1	1	1	1	COMPLETE	X	12416331	12419286	-	X	12084138	12087092	-	X	12231779	12234797	-
OG0013893	g19371.t1	Transcript_C25B8.6.1	Transcript_CBG10855.1	transcript_QX1410.39102.1	1	1	1	COMPLETE	X	12423216	12426168	-	X	12090758	12093973	-	X	12238465	12241895	-
OG0013894	g19373.t1	Transcript_C56E10.1.1	Transcript_CBG10857.1	transcript_QX1410.39104.1	1	1	1	COMPLETE	X	12439795	12443312	+	X	12107584	12111286	+	X	12255095	12258995	+
OG0013895	g19377.t1	Transcript_F38B6.5a.1	Transcript_CBG10862.1	transcript_QX1410.18276.1	1	1	1	COMPLETE	X	12465660	12466929	+	X	12133301	12134884	+	X	12281066	12282591	+
OG0013896	g19378.t1	Transcript_F38B6.4.1	Transcript_CBG10863.1	transcript_QX1410.39109.1	1	1	1	COMPLETE	X	12467506	12471273	+	X	12135304	12139124	+	X	12283011	12286830	+
OG0013897	g19379.t1	Transcript_F38B6.6.1	Transcript_CBG10865.1	transcript_QX1410.39111.1	1	1	1	COMPLETE	X	12476354	12481473	-	X	12144024	12149292	-	X	12291730	12296999	-
OG0013898	g19380.t1	Transcript_F38B6.3.1	Transcript_CBG10868.1	transcript_QX1410.18280.2	1	1	1	COMPLETE	X	12485167	12486300	+	X	12152764	12154176	+	X	12300495	12301810	+
OG0013899	g19381.t1	Transcript_F38B6.7.1	Transcript_CBG10869.1	transcript_QX1410.18281.2	1	1	1	COMPLETE	X	12486421	12488008	-	X	12154163	12155880	-	X	12301977	12303562	-
OG0013900	g19382.t1	Transcript_F38B6.2.1	Transcript_CBG10870.1	transcript_QX1410.39114.1	1	1	1	COMPLETE	X	12488291	12491151	+	X	12155981	12159166	+	X	12303711	12306762	+
OG0013901	g19383.t1	Transcript_K11G12.2.1	Transcript_CBG10871.1	transcript_QX1410.39115.1	1	1	1	COMPLETE	X	12492857	12497596	+	X	12160549	12165712	+	X	12308145	12313303	+
OG0013902	g19384.t1	Transcript_K11G12.7.1	Transcript_CBG10872.1	transcript_QX1410.39116.1	1	1	1	COMPLETE	X	12498056	12500534	+	X	12165830	12168598	+	X	12313436	12316101	+
OG0013903	g19388.t1	Transcript_K11G12.5.1	Transcript_CBG10876.1	transcript_QX1410.39120.1	1	1	1	COMPLETE	X	12509620	12511432	-	X	12177119	12183362	-	X	12324830	12327022	-
OG0013904	g19390.t1	Transcript_R03E9.2.1	Transcript_CBG10878.1	transcript_QX1410.39122.1	1	1	1	COMPLETE	X	12515829	12518209	-	X	12183672	12186229	-	X	12331317	12333860	-
OG0013905	g19392.t1	Transcript_R03E9.1.1	Transcript_CBG10881.1	transcript_QX1410.18292.1	1	1	1	COMPLETE	X	12529261	12530430	+	X	12197042	12198736	+	X	12343357	12346315	+
OG0013907	g19398.t1	Transcript_H22K11.2.1	Transcript_CBG10890.1	transcript_QX1410.39130.1	1	1	1	COMPLETE	X	12574380	12576761	+	X	12242243	12245026	+	X	12389937	12392737	+
OG0013908	g19404.t1	Transcript_H22K11.1.1	Transcript_CBG10895.1	transcript_QX1410.18304.2	1	1	1	COMPLETE	X	12587452	12588825	+	X	12255309	12256844	+	X	12402615	12404632	+
OG0013909	g19407.t1	Transcript_M03A8.1.1	Transcript_CBG10899.1	transcript_QX1410.18307.1	1	1	1	COMPLETE	X	12615712	12617278	+	X	12283631	12285284	+	X	12431263	12432944	+
OG0013910	g19408.t1	Transcript_M03A8.4.1	Transcript_CBG10900.1	transcript_QX1410.39139.1	1	1	1	COMPLETE	X	12617529	12620449	-	X	12285285	12288397	-	X	12432898	12436057	-
OG0013911	g19409.t1	Transcript_F41B4.1.1	Transcript_CBG10901.1	transcript_QX1410.18309.1	1	1	1	COMPLETE	X	12621379	12622744	-	X	12288995	12290936	-	X	12436655	12438592	-
OG0013912	g19412.t1	Transcript_F41B4.3.1	Transcript_CBG10904.1	transcript_QX1410.39143.1	1	1	1	COMPLETE	X	12627321	12627877	-	X	12295087	12295816	-	X	12442827	12443592	-
OG0013913	g19413.t1	Transcript_F41B4.4a.1	Transcript_CBG10905.2	transcript_QX1410.39144.2	1	1	1	COMPLETE	X	12628268	12631443	-	X	12296106	12299601	-	X	12443794	12447026	-
OG0013914	g19414.t1	Transcript_C53B7.4.1	Transcript_CBG10906.1	transcript_QX1410.39145.1	1	1	1	COMPLETE	X	12632074	12633309	+	X	12299996	12301410	+	X	12447654	12448995	+
OG0013915	g19416.t1	Transcript_C53B7.2.1	Transcript_CBG10908.1	transcript_QX1410.39147.1	1	1	1	COMPLETE	X	12637632	12638884	+	X	12305556	12306842	+	X	12453071	12454506	+
OG0013916	g19417.t1	Transcript_C53B7.1.1	Transcript_CBG10909.1	transcript_QX1410.18317.3	1	1	1	COMPLETE	X	12644360	12650027	+	X	12312258	12318356	+	X	12459913	12466021	+
OG0013917	g19424.t1	Transcript_F41C6.5.1	Transcript_CBG10919.1	transcript_QX1410.39158.1	1	1	1	COMPLETE	X	12674407	12676620	-	X	12342029	12344545	-	X	12489809	12492214	-
OG0013918	g19427.t1	Transcript_F41C6.7.1	Transcript_CBG10923.1	transcript_QX1410.39161.1	1	1	1	COMPLETE	X	12682120	12683683	-	X	12349931	12351613	-	X	12497635	12499272	-
OG0013919	g19429.t2	Transcript_F14B8.4.1	Transcript_CBG10926.1	transcript_QX1410.39164.6	1	1	1	COMPLETE	X	12697516	12698712	-	X	12365397	12367212	-	X	12513099	12515086	-
OG0013920	g19430.t1	Transcript_F14B8.3.1	Transcript_CBG10927.1	transcript_QX1410.18330.6	1	1	1	COMPLETE	X	12699654	12702129	+	X	12367474	12370282	+	X	12515134	12518652	+
OG0013921	g19436.t1	Transcript_F14B8.6.1	Transcript_CBG10935.1	transcript_QX1410.39170.1	1	1	1	COMPLETE	X	12730181	12731673	-	X	12397859	12399942	-	X	12545526	12547593	-
OG0013922	g19437.t1	Transcript_C16E9.2a.1	Transcript_CBG10937.1	transcript_QX1410.39172.1	1	1	1	COMPLETE	X	12736034	12739171	+	X	12403922	12407476	+	X	12551584	12555152	+
OG0013923	g19438.t1	Transcript_C16E9.1.1	Transcript_CBG10938a.1	transcript_QX1410.39173.2	1	1	1	COMPLETE	X	12740944	12743396	+	X	12408864	12411315	+	X	12556427	12559149	+
OG0013924	g19441.t1	Transcript_F01E11.3.1	Transcript_CBG10947.1	transcript_QX1410.39176.1	1	1	1	COMPLETE	X	12769034	12781634	+	X	12436841	12449643	+	X	12584568	12597381	+
OG0013925	g19445.t1	Transcript_F01E11.1.1	Transcript_CBG10950.2	transcript_QX1410.39180.1	1	1	1	COMPLETE	X	12792427	12794686	+	X	12460252	12464123	+	X	12608053	12610466	+
OG0013926	g19446.t2	Transcript_F01E11.4.1	Transcript_CBG10951a.1	transcript_QX1410.18344.1	1	1	1	COMPLETE	X	12794832	12796013	-	X	12462750	12463976	-	X	12610440	12611794	-
OG0013927	g19448.t1	Transcript_R173.1.1	Transcript_CBG10955.1	transcript_QX1410.39183.1	1	1	1	COMPLETE	X	12815110	12817569	+	X	12482958	12485565	+	X	12630601	12633384	+
OG0013928	g19449.t2	Transcript_R173.4.1	Transcript_CBG10956b.1	transcript_QX1410.39184.1	1	1	1	COMPLETE	X	12820198	12820542	+	X	12488079	12488620	+	X	12636032	12636578	+
OG0013929	g19450.t3	Transcript_R173.3.1	Transcript_CBG10957.1	transcript_QX1410.18348.2	1	1	1	COMPLETE	X	12822855	12827332	-	X	12490282	12495306	-	X	12638246	12643263	-
OG0013930	g19451.t1	Transcript_B0403.2.1	Transcript_CBG10959.1	transcript_QX1410.39186.1	1	1	1	COMPLETE	X	12843114	12846950	+	X	12510974	12515620	+	X	12658844	12663307	+
OG0013931	g19452.t1	Transcript_B0403.5.1	Transcript_CBG10960.1	transcript_QX1410.39187.1	1	1	1	COMPLETE	X	12848431	12851150	+	X	12516345	12519063	+	X	12664230	12667143	+
OG0013932	g19455.t1	Transcript_B0403.6.1	Transcript_CBG10963.1	transcript_QX1410.18353.2	1	1	1	COMPLETE	X	12859452	12862256	-	X	12527246	12530359	-	X	12675180	12679900	-
OG0013933	g19461.t1	Transcript_C36B7.5b.1	Transcript_CBG10970a.1	transcript_QX1410.39196.1	1	1	1	COMPLETE	X	12884097	12890658	-	X	12552008	12558568	-	X	12699853	12706532	-
OG0013934	g19468.t1	Transcript_C36B7.7.1	Transcript_CBG10976.1	transcript_QX1410.39203.1	1	1	1	COMPLETE	X	12917467	12918005	-	X	12585348	12585926	-	X	12733011	12733896	-
OG0013935	g19471.t1	Transcript_C54D1.2.1	Transcript_CBG10980.1	transcript_QX1410.39206.1	1	1	1	COMPLETE	X	12936128	12936731	+	X	12604001	12604637	+	X	12751757	12752653	+
OG0013936	g19472.t1	Transcript_C54D1.4.1	Transcript_CBG10981.1	transcript_QX1410.18368.1	1	1	1	COMPLETE	X	12936783	12939082	-	X	12604624	12607190	-	X	12752594	12755084	-
OG0013937	g19473.t1	Transcript_C54D1.5.1	Transcript_CBG10982.1	transcript_QX1410.39208.1	1	1	1	COMPLETE	X	12939757	12946252	-	X	12607232	12614204	-	X	12755192	12762208	-
OG0013938	g19474.t1	Transcript_C54D1.7.1	Transcript_CBG27781.1	transcript_QX1410.39209.1	1	1	1	COMPLETE	X	12949116	12950335	-	X	12616968	12618341	-	X	12764959	12766448	-
OG0013939	g19475.t1	Transcript_C54D1.1.1	Transcript_CBG10984.1	transcript_QX1410.39210.1	1	1	1	COMPLETE	X	12952845	12959020	+	X	12620751	12626972	+	X	12768717	12774946	+
OG0013940	g19476.t2	Transcript_C54D1.6.1	Transcript_CBG10985b.1	transcript_QX1410.39211.2	1	1	1	COMPLETE	X	12959196	12962950	-	X	12626973	12630864	-	X	12774928	12778968	-
OG0013941	g19482.t1	Transcript_C55B6.1a.1	Transcript_CBG10994.1	transcript_QX1410.39218.1	1	1	1	COMPLETE	X	12993955	12997303	+	X	12661855	12665406	+	X	12809821	12813378	+
OG0013942	g19483.t2	Transcript_ZK867.2.1	Transcript_CBG10995.1	transcript_QX1410.39219.1	1	1	1	COMPLETE	X	12997677	13001688	+	X	12665579	12669731	+	X	12813793	12817709	+
OG0013943	g19484.t1	Transcript_ZK867.3.1	Transcript_CBG31305.1	transcript_QX1410.39220.1	1	1	1	COMPLETE	X	13002381	13004828	+	X	12670282	12672784	+	X	12818248	12820861	+
OG0013944	g19492.t1	Transcript_F46H5.4.1	Transcript_CBG11005.1	transcript_QX1410.39226.1	1	1	1	COMPLETE	X	13042898	13053092	-	X	12715653	12726162	-	X	12858378	12868857	-
OG0013945	g19493.t1	Transcript_F46H5.8.1	Transcript_CBG11006.1	transcript_QX1410.39227.1	1	1	1	COMPLETE	X	13058152	13060012	-	X	12731178	12733064	-	X	12873799	12875770	-
OG0013946	g19498.t1	Transcript_K03A1.4a.1	Transcript_CBG11013b.1	transcript_QX1410.39232.1	1	1	1	COMPLETE	X	13100387	13103388	-	X	12778313	12782851	-	X	12915943	12919145	-
OG0013947	g19499.t1	Transcript_K03A1.5.1	Transcript_CBG11014.1	transcript_QX1410.39233.1	1	1	1	COMPLETE	X	13105808	13109547	-	X	12783561	12787607	-	X	12921176	12925264	-
OG0013948	g19500.t1	Transcript_T08A9.7.1	Transcript_CBG11015.1	transcript_QX1410.39234.1	1	1	1	COMPLETE	X	13112870	13113218	-	X	12790907	12791278	-	X	12928394	12928864	-
OG0013949	g19501.t1	Transcript_T08A9.12.1	Transcript_CBG11016.1	transcript_QX1410.39235.1	1	1	1	COMPLETE	X	13114462	13114902	-	X	12792459	12792968	-	X	12929992	12930506	-
OG0013950	g19502.t1	Transcript_T08A9.9.1	Transcript_CBG11017.1	transcript_QX1410.39236.1	1	1	1	COMPLETE	X	13116375	13116737	-	X	12794349	12794794	-	X	12931718	12932492	-
OG0013951	g19507.t1	Transcript_T08A9.3.1	Transcript_CBG11023.1	transcript_QX1410.39240.1	1	1	1	COMPLETE	X	13134403	13135763	+	X	12812457	12814225	+	X	12949988	12951698	+
OG0013952	g19510.t1	Transcript_T08A9.1.1	Transcript_CBG11026.1	transcript_QX1410.39243.1	1	1	1	COMPLETE	X	13141611	13146606	+	X	12819666	12825491	+	X	12957192	12962613	+
OG0013953	g19515.t1	Transcript_C10A4.6.1	Transcript_CBG27795.1	transcript_QX1410.39248.1	1	1	1	COMPLETE	X	13181088	13181843	+	X	12859971	12860726	+	X	12996715	12997470	+
OG0013954	g19524.t2	Transcript_C10A4.10.1	Transcript_CBG11041.1	transcript_QX1410.39260.2	1	1	1	COMPLETE	X	13219844	13221224	+	X	12899201	12900375	+	X	13035260	13036963	+
OG0013955	g19526.t1	Transcript_C10A4.3.1	Transcript_CBG11043.1	transcript_QX1410.39262.1	1	1	1	COMPLETE	X	13228489	13229293	+	X	12907605	12908538	+	X	13044003	13045030	+
OG0013956	g19528.t1	Transcript_C10A4.2.1	Transcript_CBG11044.1	transcript_QX1410.18423.1	1	1	1	COMPLETE	X	13233992	13234771	+	X	12911001	12913901	+	X	13049615	13050394	+
OG0013957	g19544.t1	Transcript_C10A4.8.1	Transcript_CBG16689.1	transcript_QX1410.39282.1	1	1	1	COMPLETE	X	13343589	13345706	-	X	12953619	12955951	-	X	13169733	13172055	-
OG0013958	g19545.t1	Transcript_C01C10.1a.1	Transcript_CBG16690.1	transcript_QX1410.39283.1	1	1	1	COMPLETE	X	13352583	13353774	+	X	12962814	12964232	+	X	13178918	13180358	+
OG0013959	g19546.t1	Transcript_C01C10.4.1	Transcript_CBG16691.1	transcript_QX1410.39284.1	1	1	1	COMPLETE	X	13354105	13355720	+	X	12964335	12966254	+	X	13180384	13182055	+
OG0013960	g19547.t1	Transcript_C01C10.2b.1	Transcript_CBG16692.1	transcript_QX1410.18440.1	1	1	1	COMPLETE	X	13356099	13357804	-	X	12966233	12968267	-	X	13182197	13184452	-
OG0013961	g19548.t1	Transcript_C01C10.3.1	Transcript_CBG16693.1	transcript_QX1410.39286.1	1	1	1	COMPLETE	X	13359304	13363424	-	X	12969121	12972071	-	X	13185216	13189834	-
OG0013962	g19551.t1	Transcript_K08A8.1a.1	Transcript_CBG16698.2	transcript_QX1410.39290.1	1	1	1	COMPLETE	X	13394535	13395854	+	X	13004763	13006494	+	X	13222050	13223913	+
OG0013963	g19552.t2	Transcript_F48E3.9.1	Transcript_CBG16699.1	transcript_QX1410.39291.1	1	1	1	COMPLETE	X	13396991	13400288	+	X	13007145	13010595	+	X	13224404	13227837	+
OG0013964	g19554.t1	Transcript_F48E3.2.1	Transcript_CBG16701.1	transcript_QX1410.39293.1	1	1	1	COMPLETE	X	13404783	13406863	-	X	13015013	13017093	-	X	13232297	13234393	-
OG0013965	g19555.t1	Transcript_F48E3.4.1	Transcript_CBG16702.1	transcript_QX1410.39294.1	1	1	1	COMPLETE	X	13407415	13408806	-	X	13017498	13024376	-	X	13234825	13236320	-
OG0013966	g19557.t1	Transcript_F48E3.6.1	Transcript_CBG16704.1	transcript_QX1410.39296.1	1	1	1	COMPLETE	X	13414825	13415671	-	X	13024802	13026084	-	X	13242124	13243253	-
OG0013967	g19572.t3	Transcript_F46C8.3.1	Transcript_CBG16716.1	transcript_QX1410.39312.2	1	1	1	COMPLETE	X	13471871	13475335	+	X	13083903	13087689	+	X	13292520	13303028	+
OG0013968	g19573.t1	Transcript_F46C8.5.1	Transcript_CBG16718.1	transcript_QX1410.39313.1	1	1	1	COMPLETE	X	13476299	13479331	-	X	13088490	13091653	-	X	13303019	13306855	-
OG0013969	g19574.t1	Transcript_F46C8.6.1	Transcript_CBG16719.1	transcript_QX1410.39314.1	1	1	1	COMPLETE	X	13482999	13484098	-	X	13095045	13096417	-	X	13310239	13311669	-
OG0013970	g19575.t1	Transcript_F46C8.7a.1	Transcript_CBG16720.1	transcript_QX1410.39315.1	1	1	1	COMPLETE	X	13484454	13487204	-	X	13096771	13099533	-	X	13311683	13314734	-
OG0013971	g19577.t1	Transcript_F46C8.2.1	Transcript_CBG16724.1	transcript_QX1410.39316.1	1	1	1	COMPLETE	X	13495633	13496868	+	X	13107847	13109444	+	X	13321834	13323362	+
OG0013972	g19578.t1	Transcript_F46C8.1.1	Transcript_CBG16725.1	transcript_QX1410.39317.1	1	1	1	COMPLETE	X	13497401	13500169	+	X	13109692	13115462	+	X	13323645	13326435	+
OG0013973	g19579.t1	Transcript_F46C8.8.1	Transcript_CBG16726.1	transcript_QX1410.39318.2	1	1	1	COMPLETE	X	13500376	13503186	-	X	13112693	13115448	-	X	13326448	13329452	-
OG0013974	g19580.t1	Transcript_PDB1.1a.1	Transcript_CBG16727.1	transcript_QX1410.18469.1	1	1	1	COMPLETE	X	13504894	13506235	-	X	13117145	13118829	-	X	13331085	13332773	-
OG0013975	g19583.t1	Transcript_F08C6.3.1	Transcript_CBG16730.1	transcript_QX1410.18472.1	1	1	1	COMPLETE	X	13513694	13516967	+	X	13126002	13129443	+	X	13339953	13343313	+
OG0013976	g19584.t2	Transcript_F08C6.6.1	Transcript_CBG16731.1	transcript_QX1410.39322.1	1	1	1	COMPLETE	X	13517235	13518601	-	X	13129438	13130916	-	X	13343392	13344848	-
OG0013977	g19585.t1	Transcript_F08C6.7.1	Transcript_CBG16732.1	transcript_QX1410.18474.2	1	1	1	COMPLETE	X	13519599	13522890	-	X	13131627	13136081	-	X	13345587	13349260	-
OG0013978	g19589.t1	Transcript_C44E12.1.1	Transcript_CBG16737.1	transcript_QX1410.39328.1	1	1	1	COMPLETE	X	13545459	13547948	+	X	13157897	13160455	+	X	13371650	13374291	+
OG0013979	g19597.t1	Transcript_F26A10.1.1	Transcript_CBG16747.1	transcript_QX1410.39340.1	1	1	1	COMPLETE	X	13599103	13599378	+	X	13211497	13212188	+	X	13425326	13426020	+
OG0013980	g19599.t1	Transcript_F27D9.5.1	Transcript_CBG16755.1	transcript_QX1410.39342.1	1	1	1	COMPLETE	X	13631218	13634851	-	X	13243352	13247279	-	X	13457158	13461132	-
OG0013981	g19600.t1	Transcript_F27D9.6.1	Transcript_CBG16756.1	transcript_QX1410.39343.1	1	1	1	COMPLETE	X	13635966	13638988	-	X	13248303	13251412	-	X	13462143	13465258	-
OG0013982	g19601.t1	Transcript_F27D9.7.1	Transcript_CBG16757.1	transcript_QX1410.39344.1	1	1	1	COMPLETE	X	13641512	13644621	-	X	13253808	13257380	-	X	13467685	13470993	-
OG0013983	g19602.t1	Transcript_F27D9.2.1	Transcript_CBG16758.1	transcript_QX1410.39345.1	1	1	1	COMPLETE	X	13646414	13648679	+	X	13258828	13261270	+	X	13472489	13475074	+
OG0013984	g19603.t1	Transcript_F27D9.8.1	Transcript_CBG16759.1	transcript_QX1410.18492.1	1	1	1	COMPLETE	X	13648929	13653469	-	X	13261271	13266004	-	X	13475099	13479829	-
OG0013985	g19604.t1	Transcript_F27D9.1a.1	Transcript_CBG16760.1	transcript_QX1410.39347.1	1	1	1	COMPLETE	X	13656003	13659416	+	X	13268386	13272907	+	X	13482230	13486784	+
OG0013986	g19605.t1	Transcript_C53C9.2.1	Transcript_CBG16761.1	transcript_QX1410.18494.1	1	1	1	COMPLETE	X	13663653	13665664	-	X	13276072	13278210	-	X	13489588	13492139	-
OG0013987	g19609.t1	Transcript_K09F5.3.1	Transcript_CBG30789.1	transcript_QX1410.39352.1	1	1	1	COMPLETE	X	13707129	13707510	+	X	13319431	13319860	+	X	13533357	13533831	+
OG0013988	g19627.t1	Transcript_ZK154.4.1	Transcript_CBG16787.1	transcript_QX1410.39376.1	1	1	1	COMPLETE	X	13820223	13824909	-	X	13442610	13447769	-	X	13647645	13652598	-
OG0013989	g19628.t1	Transcript_ZK154.1.1	Transcript_CBG16788.1	transcript_QX1410.18518.1	1	1	1	COMPLETE	X	13822064	13822982	+	X	13443568	13445669	+	X	13649689	13650778	+
OG0013990	g19631.t2	Transcript_ZK154.6a.1	Transcript_CBG16791.1	transcript_QX1410.39380.2	1	1	1	COMPLETE	X	13832721	13835152	-	X	13455087	13457925	-	X	13660118	13662961	-
OG0013991	g19636.t1	Transcript_ZK154.7.1	Transcript_CBG16796a.1	transcript_QX1410.39386.1	1	1	1	COMPLETE	X	13859372	13864431	-	X	13481710	13487917	-	X	13686778	13692124	-
OG0013992	g19642.t2	Transcript_R03G5.2.1	Transcript_CBG16802.1	transcript_QX1410.39393.1	1	1	1	COMPLETE	X	13906221	13911184	+	X	13530503	13535465	+	X	13735502	13742208	+
OG0013993	g19646.t1	Transcript_C54D2.4.1	Transcript_CBG16830.1	transcript_QX1410.39397.1	1	1	1	COMPLETE	X	13939026	13945059	-	X	13561849	13568985	-	X	13770287	13776673	-
OG0013994	g19647.t2	Transcript_C54D2.2.1	Transcript_CBG16831.1	transcript_QX1410.39398.1	1	1	1	COMPLETE	X	13947424	13949007	+	X	13571612	13572164	+	X	13780270	13780830	+
OG0013995	g19649.t1	Transcript_C54D2.6.1	Transcript_CBG16833.1	transcript_QX1410.18537.1	1	1	1	COMPLETE	X	13955467	13956990	-	X	13578938	13580643	-	X	13787097	13788620	-
